0,0,5.0
1,0,5.0
2,0,5.0
3,0,5.0
4,0,4.0
5,0,5.0
6,0,3.0
7,0,5.0
8,0,5.0
9,0,5.0
10,0,5.0
11,0,4.0
12,0,5.0
13,0,5.0
14,0,4.0
15,0,5.0
16,0,5.0
17,0,5.0
18,0,4.0
19,0,5.0
20,0,5.0
21,0,5.0
22,0,5.0
23,1,4.0
24,1,5.0
25,1,4.0
26,1,5.0
27,1,5.0
28,1,3.0
29,1,5.0
30,1,1.0
31,1,3.0
32,1,5.0
33,1,3.0
34,1,5.0
35,1,5.0
36,1,4.0
37,1,5.0
38,2,5.0
39,2,5.0
40,2,5.0
41,2,5.0
42,2,5.0
43,2,5.0
44,2,5.0
45,2,5.0
46,2,5.0
47,2,5.0
48,2,4.0
49,2,5.0
50,2,2.0
51,2,5.0
52,2,5.0
53,2,5.0
12,2,5.0
54,2,5.0
13,2,5.0
55,2,5.0
56,2,4.0
57,2,5.0
58,2,5.0
59,2,5.0
60,2,4.0
61,2,5.0
62,2,5.0
63,2,5.0
64,2,5.0
65,2,5.0
66,2,5.0
67,2,5.0
68,2,5.0
69,2,4.0
70,2,5.0
71,2,5.0
72,2,5.0
73,2,5.0
74,2,5.0
75,2,5.0
76,2,5.0
77,2,5.0
78,2,5.0
79,2,5.0
80,2,5.0
81,2,5.0
82,2,5.0
83,3,5.0
84,3,1.0
85,3,5.0
86,3,5.0
87,3,5.0
88,3,5.0
89,3,5.0
90,3,5.0
91,3,5.0
92,3,1.0
93,3,1.0
94,3,5.0
95,3,5.0
96,3,5.0
97,3,4.0
98,3,5.0
99,3,5.0
100,3,5.0
101,3,5.0
2,3,3.0
102,3,5.0
103,3,5.0
104,3,5.0
105,3,5.0
106,3,5.0
107,3,5.0
108,3,5.0
109,3,5.0
110,3,5.0
111,3,5.0
112,3,5.0
113,3,5.0
114,3,5.0
115,3,4.0
116,3,5.0
117,3,5.0
118,3,3.0
119,3,5.0
120,3,5.0
121,3,4.0
122,3,5.0
123,3,5.0
124,3,5.0
125,3,5.0
126,3,5.0
127,3,5.0
128,3,5.0
129,3,3.0
130,3,4.0
131,3,5.0
132,3,2.0
133,3,3.0
134,3,5.0
135,3,5.0
136,3,5.0
137,3,5.0
138,3,5.0
139,3,5.0
140,3,5.0
141,3,5.0
142,3,5.0
143,3,5.0
144,3,4.0
145,3,5.0
146,3,5.0
147,3,5.0
148,3,5.0
149,3,4.0
150,3,5.0
151,3,5.0
152,3,5.0
153,3,4.0
154,3,5.0
155,3,5.0
156,3,5.0
157,3,5.0
158,3,5.0
159,3,5.0
160,3,3.0
161,3,5.0
162,3,5.0
54,3,5.0
163,3,1.0
164,3,5.0
13,3,5.0
165,3,5.0
166,3,5.0
167,3,5.0
168,3,5.0
169,3,5.0
170,3,5.0
171,3,5.0
172,3,4.0
173,3,5.0
174,3,5.0
175,3,3.0
176,3,3.0
177,3,5.0
178,3,5.0
179,3,5.0
180,3,5.0
181,3,3.0
182,3,4.0
183,3,5.0
184,3,5.0
185,3,5.0
186,3,3.0
187,3,5.0
188,3,5.0
189,3,5.0
190,3,5.0
191,3,5.0
192,3,5.0
193,3,5.0
194,3,3.0
195,3,5.0
196,3,5.0
197,3,5.0
198,3,5.0
199,3,5.0
200,3,5.0
201,3,5.0
202,3,5.0
203,3,5.0
204,3,5.0
205,3,5.0
206,3,5.0
207,3,5.0
78,3,5.0
208,3,5.0
81,3,4.0
209,3,5.0
210,3,5.0
211,3,4.0
82,3,5.0
212,4,5.0
213,4,4.0
112,4,5.0
214,4,5.0
215,4,5.0
216,4,4.0
130,4,3.0
217,4,5.0
218,4,3.0
219,4,5.0
54,4,5.0
220,4,5.0
221,4,5.0
222,4,5.0
223,4,5.0
224,4,4.0
225,4,5.0
226,4,5.0
227,4,5.0
228,4,5.0
229,5,5.0
230,5,5.0
231,5,5.0
232,5,5.0
233,5,5.0
234,6,5.0
235,6,5.0
236,6,5.0
237,6,4.0
238,6,4.0
239,6,5.0
234,7,5.0
235,7,5.0
236,7,5.0
237,7,5.0
238,7,4.0
239,7,5.0
234,8,5.0
131,8,4.0
240,8,5.0
236,8,5.0
237,8,5.0
238,8,4.0
239,8,5.0
241,8,5.0
242,8,5.0
243,8,5.0
244,9,5.0
245,9,5.0
246,9,5.0
113,9,3.0
247,9,5.0
131,9,5.0
248,9,5.0
249,9,5.0
236,9,5.0
250,9,2.0
237,9,5.0
238,9,4.0
251,9,5.0
239,9,5.0
60,9,5.0
252,9,5.0
81,9,5.0
253,9,5.0
254,10,5.0
255,10,5.0
256,10,5.0
257,10,5.0
131,10,5.0
258,10,5.0
249,10,5.0
236,10,5.0
237,10,5.0
259,10,5.0
238,10,4.0
260,10,5.0
261,10,4.0
262,10,3.0
263,10,3.0
264,11,4.0
265,11,5.0
266,11,3.0
267,11,5.0
268,11,5.0
269,12,5.0
270,12,5.0
271,12,5.0
272,12,4.0
273,12,4.0
274,12,5.0
275,12,5.0
276,12,5.0
277,12,5.0
278,12,5.0
279,12,3.0
280,12,5.0
281,12,5.0
282,13,5.0
283,13,5.0
284,13,5.0
285,13,4.0
286,13,5.0
287,13,5.0
288,13,4.0
289,13,5.0
290,13,5.0
291,13,5.0
292,13,5.0
293,13,5.0
294,13,5.0
295,13,5.0
296,13,5.0
297,13,5.0
298,13,5.0
299,13,5.0
300,13,5.0
301,13,5.0
285,14,3.0
302,14,5.0
303,14,5.0
304,14,5.0
305,14,5.0
306,14,5.0
307,14,4.0
308,14,5.0
309,14,5.0
310,14,5.0
302,15,5.0
311,15,5.0
106,15,5.0
303,15,5.0
307,15,4.0
312,15,3.0
308,15,5.0
309,15,5.0
313,15,5.0
314,15,5.0
86,16,5.0
88,16,5.0
315,16,5.0
138,16,4.0
316,16,5.0
317,16,2.0
318,16,4.0
184,16,4.0
88,17,5.0
315,17,5.0
33,17,3.0
184,17,2.0
319,17,5.0
88,18,5.0
26,18,5.0
320,18,4.0
5,18,4.0
321,18,4.0
322,18,4.0
323,18,5.0
324,18,4.0
325,18,5.0
326,18,5.0
153,18,5.0
327,18,1.0
328,18,5.0
294,18,2.0
60,18,4.0
329,18,4.0
68,18,4.0
330,18,5.0
331,18,5.0
282,19,5.0
332,19,5.0
294,19,5.0
333,19,5.0
299,19,4.0
334,19,2.0
209,19,5.0
335,20,5.0
336,20,5.0
337,20,5.0
338,20,4.0
339,20,5.0
340,20,5.0
341,20,5.0
342,20,5.0
343,20,5.0
19,20,5.0
344,20,4.0
345,20,4.0
346,21,4.0
304,21,5.0
347,21,5.0
307,21,4.0
348,21,5.0
349,21,5.0
311,22,4.0
346,22,5.0
109,22,4.0
350,22,5.0
351,22,5.0
289,22,5.0
291,22,5.0
352,22,5.0
353,22,5.0
354,22,5.0
355,22,5.0
299,22,4.0
334,22,1.0
356,23,4.0
346,23,4.0
305,23,5.0
307,23,4.0
357,23,5.0
358,23,5.0
359,23,5.0
360,23,5.0
361,23,5.0
362,24,5.0
363,24,5.0
307,24,4.0
291,24,5.0
364,24,5.0
365,24,4.0
293,24,5.0
366,24,5.0
283,25,5.0
284,25,5.0
285,25,3.0
346,25,4.0
367,25,5.0
350,25,5.0
368,25,3.0
369,25,5.0
370,25,4.0
289,25,5.0
371,25,3.0
291,25,5.0
372,25,5.0
292,25,5.0
352,25,4.0
333,25,5.0
373,25,5.0
308,25,5.0
299,25,5.0
374,25,5.0
375,25,5.0
376,25,5.0
377,25,5.0
301,25,4.0
378,25,5.0
379,26,5.0
346,26,4.0
380,26,5.0
305,26,5.0
307,26,5.0
357,26,5.0
381,26,5.0
359,26,5.0
361,26,5.0
346,27,5.0
367,27,4.0
362,27,5.0
347,27,5.0
307,27,5.0
291,27,5.0
382,27,5.0
383,27,5.0
293,27,5.0
384,27,5.0
349,27,5.0
359,27,5.0
86,28,5.0
26,28,5.0
385,28,5.0
386,28,5.0
311,28,5.0
387,28,5.0
388,28,5.0
389,28,5.0
390,28,5.0
31,28,5.0
391,28,3.0
392,28,5.0
393,28,4.0
394,28,4.0
395,28,4.0
396,28,5.0
397,28,5.0
398,28,5.0
399,28,5.0
32,28,5.0
400,28,5.0
401,28,5.0
153,28,5.0
402,28,5.0
403,28,3.0
404,28,5.0
405,28,5.0
406,28,5.0
407,28,5.0
408,28,3.0
294,28,5.0
409,28,4.0
410,28,4.0
411,28,5.0
354,28,4.0
412,28,3.0
319,28,3.0
300,28,5.0
413,28,5.0
314,28,5.0
23,29,4.0
86,29,4.0
414,29,4.0
415,29,5.0
28,29,5.0
29,29,3.0
416,29,4.0
417,29,5.0
392,29,3.0
305,29,5.0
418,29,3.0
138,29,4.0
419,29,5.0
316,29,4.0
420,29,5.0
421,29,5.0
422,29,5.0
423,29,5.0
424,29,5.0
328,29,5.0
294,29,2.0
425,29,4.0
426,29,4.0
427,29,5.0
428,29,4.0
429,29,5.0
430,29,5.0
374,29,5.0
81,29,4.0
209,29,4.0
431,29,4.0
432,30,5.0
433,30,5.0
434,30,4.0
435,30,5.0
436,30,5.0
29,31,5.0
311,31,4.0
362,31,5.0
437,31,5.0
434,31,4.0
309,31,5.0
438,31,5.0
439,32,4.0
283,32,5.0
311,32,5.0
346,32,4.0
440,32,2.0
362,32,5.0
437,32,5.0
434,32,5.0
365,32,5.0
441,32,5.0
442,32,5.0
309,32,5.0
443,32,5.0
444,32,5.0
359,32,5.0
374,32,5.0
445,32,4.0
314,32,5.0
446,33,5.0
29,33,5.0
447,33,5.0
357,33,5.0
434,33,5.0
448,33,4.0
449,33,5.0
309,33,5.0
450,34,5.0
311,34,4.0
346,34,4.0
368,34,4.0
451,34,4.0
289,34,4.0
372,34,5.0
408,34,4.0
452,34,4.0
453,34,5.0
299,34,4.0
454,34,5.0
376,34,5.0
455,34,5.0
367,35,4.0
362,35,5.0
32,35,5.0
291,35,5.0
456,35,5.0
449,35,4.0
457,35,5.0
354,35,5.0
359,35,5.0
86,36,4.0
311,36,5.0
388,36,5.0
390,36,3.0
391,36,5.0
458,36,5.0
418,36,5.0
459,36,4.0
395,36,5.0
460,36,5.0
153,36,5.0
405,36,5.0
461,36,5.0
462,36,5.0
463,36,5.0
406,36,5.0
294,36,5.0
409,36,4.0
354,36,5.0
412,36,4.0
464,36,5.0
465,36,4.0
300,36,5.0
466,36,4.0
305,37,5.0
467,37,5.0
354,37,5.0
468,37,5.0
359,37,5.0
469,37,5.0
470,38,5.0
471,38,5.0
472,38,5.0
311,38,5.0
346,38,5.0
367,38,4.0
473,38,5.0
474,38,5.0
305,38,5.0
475,38,5.0
307,38,5.0
357,38,5.0
476,38,5.0
477,38,5.0
478,38,5.0
365,38,5.0
479,38,5.0
381,38,5.0
480,38,5.0
481,38,5.0
359,38,5.0
482,38,4.0
483,38,5.0
484,39,4.0
485,39,5.0
486,39,5.0
88,39,5.0
487,39,4.0
488,39,5.0
29,39,4.0
489,39,4.0
7,39,3.0
490,39,5.0
323,39,5.0
131,39,3.0
491,39,4.0
492,39,4.0
493,39,1.0
494,39,2.0
495,39,4.0
496,39,4.0
497,39,5.0
498,39,1.0
294,39,1.0
499,39,5.0
500,39,5.0
501,39,4.0
502,39,1.0
319,39,4.0
503,39,5.0
504,39,5.0
505,39,5.0
506,39,2.0
507,39,5.0
508,40,4.0
509,40,5.0
510,40,3.0
354,40,5.0
511,40,5.0
443,40,5.0
29,41,4.0
306,41,5.0
307,41,4.0
512,41,5.0
32,41,5.0
434,41,5.0
309,41,5.0
359,41,5.0
311,42,5.0
346,42,4.0
307,42,5.0
513,42,5.0
514,42,5.0
291,42,5.0
515,42,5.0
354,42,4.0
516,42,5.0
346,43,4.0
517,43,5.0
307,43,5.0
509,43,5.0
309,43,4.0
359,43,5.0
25,44,2.0
311,44,4.0
346,44,3.0
287,44,5.0
518,44,5.0
289,44,4.0
372,44,5.0
452,44,4.0
519,44,5.0
299,44,3.0
516,44,4.0
520,44,4.0
376,44,2.0
521,45,5.0
311,45,4.0
522,45,5.0
305,45,4.0
307,45,2.0
523,45,5.0
510,45,4.0
354,45,5.0
524,45,5.0
442,45,5.0
525,45,5.0
361,45,5.0
526,46,5.0
527,46,2.0
528,46,5.0
529,46,5.0
530,46,4.0
531,46,5.0
532,46,3.0
533,46,3.0
534,46,5.0
535,46,5.0
536,46,4.0
537,46,5.0
538,46,5.0
307,46,4.0
539,46,4.0
540,46,5.0
541,46,4.0
467,46,4.0
542,46,5.0
509,46,5.0
543,46,3.0
312,46,5.0
292,46,4.0
544,46,5.0
545,46,5.0
546,46,4.0
547,46,5.0
548,46,3.0
436,46,5.0
549,46,5.0
550,46,5.0
551,46,5.0
355,46,4.0
552,46,2.0
553,46,5.0
554,46,5.0
555,46,3.0
556,46,4.0
557,46,4.0
445,46,5.0
558,46,2.0
559,47,5.0
560,47,5.0
561,47,5.0
562,47,4.0
563,47,5.0
564,47,1.0
565,47,1.0
566,47,5.0
567,47,5.0
568,48,5.0
569,48,5.0
570,48,5.0
571,48,5.0
572,48,4.0
573,48,5.0
574,48,5.0
575,48,5.0
576,48,5.0
111,48,5.0
6,48,3.0
577,48,5.0
578,48,5.0
579,48,5.0
580,48,5.0
129,48,5.0
581,48,5.0
582,48,5.0
583,48,5.0
584,48,5.0
585,48,5.0
586,48,5.0
171,48,5.0
260,48,5.0
175,48,4.0
60,48,4.0
184,48,5.0
587,48,5.0
224,48,5.0
588,48,5.0
589,48,2.0
590,48,5.0
591,48,5.0
592,48,2.0
569,49,2.0
593,49,5.0
573,49,4.0
575,49,5.0
594,49,3.0
112,49,3.0
595,49,5.0
596,49,5.0
578,49,5.0
579,49,5.0
129,49,4.0
597,49,5.0
581,49,5.0
218,49,4.0
598,49,5.0
599,49,4.0
341,49,5.0
54,49,5.0
586,49,5.0
600,49,5.0
601,49,5.0
602,49,5.0
171,49,3.0
260,49,5.0
175,49,3.0
603,49,5.0
604,49,5.0
605,49,5.0
606,49,5.0
